incident_id,department_id,reported_by_doctor_id,reported_by_nurse_id,incident_type,severity,incident_date,incident_time,description,action_taken,status
INC00769,DEP003,DOC0016,NUR0076,Delay in Treatment,Medium,2026-01-04,08:51:26,Rem quia maxime aperiam ipsum nisi at.,Voluptatem amet doloribus veniam cum.,Resolved
INC00770,DEP005,DOC0048,NUR0130,Patient Fall,High,2025-07-02,12:17:17,Nam fuga blanditiis in quo et nulla.,Quibusdam unde maxime itaque cumque aliquam.,Under Investigation
INC00771,DEP010,DOC0053,NUR0070,Data Privacy Incident,Low,2024-07-23,03:16:23,Voluptatibus quibusdam quisquam consequuntur.,Numquam incidunt nihil commodi at nemo deleniti quis.,Closed
INC00772,DEP002,DOC0039,NUR0111,Wrong Patient Identification,High,2026-04-02,11:27:20,Eligendi velit maxime aspernatur atque magni quam ipsum.,Reprehenderit adipisci voluptas numquam sit labore voluptatem veniam.,Closed
INC00773,DEP010,DOC0003,NUR0196,Equipment Failure,High,2024-09-11,19:20:43,Magnam ea mollitia alias rerum harum.,Nobis repellat ex dicta dolorum ipsa quaerat debitis corrupti velit.,Under Investigation
INC00774,DEP008,DOC0090,NUR0050,Patient Fall,Medium,2025-08-16,19:57:14,Necessitatibus rerum itaque illum corrupti delectus ut hic.,Est deserunt aperiam a porro ipsum fuga.,Resolved
INC00775,DEP001,DOC0061,NUR0147,Fire Safety Incident,Medium,2025-08-23,02:59:32,Quasi quos minus vero nulla. Modi illum itaque.,Odit voluptates dolores nesciunt nesciunt excepturi exercitationem repellat.,Resolved
INC00776,DEP004,DOC0056,NUR0054,Fire Safety Incident,Low,2025-05-15,10:02:05,Dolores reprehenderit qui ea deserunt eum tempora ipsum.,Consequuntur voluptate doloribus dolorem nam delectus.,Closed
INC00777,DEP005,DOC0094,NUR0127,Laboratory Error,High,2024-12-10,13:01:47,Tempore vel incidunt placeat sint a libero.,Asperiores fuga laboriosam natus sit animi dolorum consequatur blanditiis soluta.,Under Investigation
INC00778,DEP002,DOC0021,NUR0046,Fire Safety Incident,High,2025-02-11,05:00:35,Tempora id ipsum vitae. Excepturi voluptate facere consectetur.,Nesciunt ipsa repellendus magnam a quis.,Under Investigation
INC00779,DEP008,DOC0042,NUR0197,Needle Stick Injury,High,2024-11-11,22:10:30,Expedita a commodi eaque minus ipsam quod.,Officia dolor id velit architecto vero quaerat harum.,Resolved
INC00780,DEP007,DOC0047,NUR0140,Data Privacy Incident,High,2024-07-26,04:07:50,Provident placeat qui dignissimos ex eos. Aliquam optio minus maiores.,Maiores asperiores accusamus dolores officia porro cumque dolores.,Closed
INC00781,DEP001,DOC0089,NUR0163,Delay in Treatment,Critical,2025-08-12,06:16:13,Architecto quidem repellendus. Consequatur facere facilis quibusdam exercitationem aliquid eius.,Soluta labore id deleniti natus autem.,Open
INC00782,DEP005,DOC0045,NUR0134,Patient Complaint,Low,2024-09-08,05:57:26,Ipsa dolorum excepturi nemo distinctio ipsam alias.,Sapiente esse non libero rerum quis magni cupiditate maxime laborum.,Under Investigation
INC00783,DEP006,DOC0091,NUR0151,Equipment Failure,Critical,2026-06-18,14:07:37,Quasi ullam quasi.,Maxime consectetur porro consectetur perspiciatis.,Open
INC00784,DEP002,DOC0039,NUR0241,Patient Fall,Low,2024-10-09,23:45:47,Aspernatur esse veritatis deleniti in nam deleniti.,Enim distinctio maiores explicabo optio.,Under Investigation
INC00785,DEP006,DOC0051,NUR0023,Data Privacy Incident,Medium,2026-04-05,16:44:56,Saepe odit a incidunt consectetur.,Voluptatem necessitatibus animi tenetur iste sapiente eos.,Under Investigation
INC00786,DEP004,DOC0075,NUR0118,Wrong Patient Identification,Critical,2024-07-20,13:03:30,Dolor voluptatem perferendis fuga placeat. Magnam asperiores dolor excepturi.,Amet fugiat quo suscipit necessitatibus illo praesentium minima est.,Closed
INC00787,DEP010,DOC0053,NUR0150,Data Privacy Incident,Low,2025-12-05,23:55:05,Voluptas non dolorem recusandae autem suscipit alias. Molestiae tenetur natus quidem porro.,Quos minus ad minima dolor totam impedit provident.,Under Investigation
INC00788,DEP009,DOC0099,NUR0216,Medication Error,Critical,2026-01-29,00:54:33,Natus dolore molestias explicabo repellat. Ducimus quas voluptatem incidunt quos.,Explicabo quaerat dolore ratione placeat perferendis deserunt expedita asperiores.,Open
INC00789,DEP005,DOC0067,NUR0109,Data Privacy Incident,Low,2024-11-11,12:11:46,Iusto ab rerum nesciunt fuga. Cumque quod nobis nulla.,Eum illum sunt porro veritatis quo ipsam.,Under Investigation
INC00790,DEP003,DOC0074,NUR0238,Data Privacy Incident,Medium,2026-04-12,02:14:18,Alias suscipit hic totam.,Deleniti cumque hic sequi deleniti vitae corporis dignissimos omnis.,Open
INC00791,DEP009,DOC0036,NUR0216,Medication Error,Low,2024-10-30,05:03:49,Tempora deserunt velit voluptates ipsum incidunt.,Similique corporis earum suscipit non neque nostrum sit deserunt earum.,Open
INC00792,DEP007,DOC0005,NUR0049,Wrong Patient Identification,Critical,2025-03-08,13:47:05,Ut consectetur error nemo autem recusandae. Quisquam aliquid dolorum.,Provident soluta provident exercitationem quam.,Resolved
INC00793,DEP010,DOC0071,NUR0075,Delay in Treatment,Medium,2026-05-18,19:16:32,Facere nostrum odit soluta.,Repudiandae sint officiis molestiae fuga voluptates maiores doloribus reiciendis.,Resolved
INC00794,DEP010,DOC0014,NUR0129,Patient Fall,Low,2025-03-25,05:46:45,Blanditiis asperiores officiis at nisi nemo.,Rem vitae atque pariatur ex cupiditate eum.,Closed
INC00795,DEP006,DOC0026,NUR0232,Patient Fall,Medium,2025-07-06,12:10:24,Debitis eaque aliquam sapiente asperiores. Earum alias itaque illo dicta voluptates nostrum vero.,Incidunt dicta laudantium exercitationem voluptatibus earum soluta culpa.,Closed
INC00796,DEP007,DOC0072,NUR0100,Needle Stick Injury,Critical,2026-03-29,18:22:29,Provident vitae qui veniam nihil odit. Error minus repellat soluta aspernatur delectus pariatur.,Laudantium officia consequuntur est esse quia suscipit odio.,Under Investigation
INC00797,DEP007,DOC0086,NUR0033,Patient Fall,Medium,2025-10-26,19:34:54,Omnis alias maiores totam assumenda accusantium tempore.,Reiciendis libero laborum impedit minus dignissimos tempora eos atque mollitia.,Resolved
INC00798,DEP009,DOC0070,NUR0010,Data Privacy Incident,High,2025-02-02,11:00:26,Doloribus a adipisci exercitationem.,Nobis asperiores reiciendis cumque est impedit accusantium rerum illum eveniet nisi.,Closed
INC00799,DEP007,DOC0095,NUR0226,Equipment Failure,Medium,2025-07-02,23:41:06,Assumenda voluptatem quo laborum impedit repudiandae asperiores. Modi tempora quibusdam magnam id sint laudantium nihil.,Atque cum ipsum molestias reprehenderit aliquid maxime repudiandae commodi at.,Under Investigation
INC00800,DEP005,DOC0008,NUR0190,Fire Safety Incident,High,2025-12-29,23:11:36,Ex cumque sed sint minus nemo.,Nemo repellat ex dolores nostrum corporis.,Resolved
INC00801,DEP003,DOC0087,NUR0017,Laboratory Error,High,2025-03-26,19:37:47,Itaque possimus aliquam eum ut. Dolores quaerat adipisci quos mollitia.,Itaque eligendi ipsum sunt.,Open
INC00802,DEP006,DOC0091,NUR0040,Medication Error,High,2025-10-17,22:24:21,Consequatur modi voluptatum quisquam architecto sunt modi sit.,Qui neque officiis cum commodi expedita sed consectetur ullam tenetur.,Open
INC00803,DEP010,DOC0071,NUR0015,Data Privacy Incident,Medium,2025-12-30,01:39:47,Doloribus sapiente quibusdam veniam aut pariatur quidem. Porro quam cum recusandae id quis.,Reprehenderit magnam fugit fugit illum aut quibusdam quaerat dicta.,Resolved
INC00804,DEP004,DOC0065,NUR0243,Needle Stick Injury,Low,2024-08-13,04:22:29,Unde fuga quis reprehenderit temporibus hic. Earum fugit quod laudantium magnam.,Totam expedita officia vel quibusdam ducimus.,Open
INC00805,DEP008,DOC0022,NUR0220,Needle Stick Injury,Critical,2026-03-18,18:22:05,Rerum id numquam sapiente.,Reiciendis laudantium esse voluptates.,Closed
INC00806,DEP003,DOC0074,NUR0011,Fire Safety Incident,Medium,2025-03-09,05:00:10,Aliquam ullam ullam a dignissimos soluta. Magni earum amet saepe laboriosam praesentium nesciunt.,Saepe dolorum assumenda assumenda vel.,Resolved
INC00807,DEP001,DOC0084,NUR0115,Needle Stick Injury,Low,2024-11-13,00:48:08,Voluptate fuga itaque ipsam ut.,Id accusamus quod iure totam eius similique possimus.,Closed
INC00808,DEP001,DOC0081,NUR0110,Fire Safety Incident,Medium,2025-02-20,08:20:11,Occaecati provident recusandae quo sapiente velit cumque. Ea velit illum qui impedit.,Laboriosam repellat assumenda eum nemo.,Open
INC00809,DEP002,DOC0019,NUR0107,Patient Complaint,Critical,2026-03-20,14:25:55,Dolore enim voluptates velit.,Itaque deserunt eos dicta qui facere hic hic.,Closed
INC00810,DEP003,DOC0017,NUR0179,Patient Complaint,High,2024-10-16,09:52:49,Mollitia perferendis voluptas non facilis expedita ad. Nesciunt nostrum odio debitis dolor enim quia.,Quidem eveniet voluptatum fuga provident impedit voluptates velit mollitia esse.,Open
INC00811,DEP010,DOC0055,NUR0075,Medication Error,Low,2025-05-09,03:58:59,Doloremque animi dicta explicabo sapiente.,Qui aliquid doloribus quisquam officiis qui quam consequuntur cum facere.,Under Investigation
INC00812,DEP005,DOC0008,NUR0012,Delay in Treatment,Medium,2025-01-27,22:48:00,Architecto velit nemo iusto eaque.,Sunt ex vitae non voluptatem.,Closed
INC00813,DEP006,DOC0026,NUR0086,Data Privacy Incident,High,2024-08-25,18:32:03,Atque ad tempore sint.,Eius omnis debitis delectus deserunt quas facilis tempore.,Resolved
INC00814,DEP008,DOC0042,NUR0220,Laboratory Error,Critical,2024-12-06,19:44:24,Magni commodi adipisci voluptatibus iste asperiores exercitationem. Maxime voluptates inventore porro autem.,Rem id atque vitae ea.,Under Investigation
INC00815,DEP006,DOC0049,NUR0091,Patient Fall,High,2026-01-26,11:15:32,Nostrum quasi quaerat nobis odio facere numquam alias. Voluptatum sapiente repellendus mollitia.,Tempora animi tempore aspernatur dolorum tempora cupiditate quae vitae dolore.,Resolved
INC00816,DEP002,DOC0041,NUR0145,Fire Safety Incident,Critical,2024-12-07,17:50:57,Beatae ipsam ducimus voluptatibus vero.,Explicabo natus eveniet nobis a voluptate tempora nesciunt.,Under Investigation
INC00817,DEP009,DOC0029,NUR0180,Data Privacy Incident,High,2025-02-17,15:33:34,Distinctio ut libero repellendus ea dicta repellat.,Occaecati architecto nulla vel esse odio numquam assumenda debitis rerum.,Closed
INC00818,DEP007,DOC0044,NUR0002,Wrong Patient Identification,Medium,2024-11-20,09:49:50,Tempora repudiandae nostrum hic laborum inventore molestias. Officiis delectus dolor quo harum nam.,Neque libero autem laboriosam quo eveniet necessitatibus possimus.,Under Investigation
INC00819,DEP006,DOC0062,NUR0023,Laboratory Error,High,2024-11-28,20:04:35,Nesciunt cum delectus recusandae repellat officiis.,Nam repudiandae occaecati similique hic nisi ipsa.,Resolved
INC00820,DEP009,DOC0052,NUR0156,Medication Error,Low,2025-12-18,17:01:22,Accusamus reiciendis dolores. Odio ex laborum.,Animi quas exercitationem dolorum velit sunt assumenda.,Closed
INC00821,DEP010,DOC0055,NUR0161,Fire Safety Incident,Medium,2024-08-01,09:24:21,Perferendis doloremque magnam facilis.,Sunt iusto quaerat voluptas natus commodi.,Resolved
INC00822,DEP002,DOC0063,NUR0131,Patient Fall,Low,2026-03-24,23:35:10,Voluptate enim sequi iure error assumenda. Recusandae atque nisi neque vitae.,Vitae at facere ut hic.,Open
INC00823,DEP005,DOC0048,NUR0158,Data Privacy Incident,Critical,2024-10-21,12:57:00,Sunt officia quae libero totam.,Consequuntur autem veritatis quasi dolor expedita illum itaque.,Resolved
INC00824,DEP004,DOC0056,NUR0144,Fire Safety Incident,Critical,2026-03-03,05:26:23,Unde assumenda necessitatibus maiores aut fuga molestias quo. Fugiat aliquam corrupti facere.,Est voluptatem facere voluptatibus maxime pariatur aliquam earum ullam accusantium.,Open
INC00825,DEP006,DOC0031,NUR0230,Needle Stick Injury,Medium,2025-10-14,14:24:20,Nostrum eos sunt quis voluptatum laudantium architecto. Magnam a illo ex non.,Veniam molestias distinctio at at iste.,Closed
INC00826,DEP010,DOC0055,NUR0161,Patient Fall,Medium,2025-09-07,09:44:27,Rerum ipsam debitis totam nobis.,Fuga cumque facilis explicabo amet.,Resolved
INC00827,DEP005,DOC0096,NUR0127,Equipment Failure,High,2026-04-06,20:51:57,Blanditiis qui dolore assumenda asperiores nostrum.,Facere doloremque deserunt temporibus assumenda neque voluptate.,Under Investigation
INC00828,DEP007,DOC0037,NUR0002,Needle Stick Injury,Medium,2026-01-24,19:13:08,Suscipit consectetur rerum. Repellat hic possimus corporis distinctio veritatis.,Eligendi dolorem quas fugit eos.,Under Investigation
INC00829,DEP003,DOC0046,NUR0013,Needle Stick Injury,High,2025-12-16,21:46:50,Eligendi veritatis maiores impedit.,Facilis commodi quidem fugit laudantium tenetur quia nulla enim.,Resolved
INC00830,DEP003,DOC0074,NUR0184,Fire Safety Incident,High,2025-05-04,14:58:26,Distinctio delectus consequuntur dolore.,Praesentium suscipit ipsam necessitatibus maxime aspernatur officia sit.,Open
INC00831,DEP008,DOC0022,NUR0193,Fire Safety Incident,Critical,2025-09-10,20:20:35,Quis magni corrupti vel.,Minima nostrum esse veniam ut provident maiores.,Closed
INC00832,DEP005,DOC0096,NUR0039,Equipment Failure,Critical,2025-06-20,07:05:03,Eligendi vero ullam harum quis. Sunt officia nam maiores.,Consequatur fuga alias quibusdam soluta placeat repellat beatae veritatis aliquam.,Resolved
INC00833,DEP006,DOC0049,NUR0086,Patient Fall,Low,2025-02-13,12:30:39,Est est doloremque eveniet quisquam recusandae. Numquam quae ullam nisi adipisci aspernatur aut.,Distinctio voluptatibus asperiores unde at voluptate.,Under Investigation
INC00834,DEP001,DOC0061,NUR0148,Patient Fall,Medium,2026-03-07,18:43:58,Animi repellendus quis placeat in.,Qui at dolorum voluptates nam.,Closed
INC00835,DEP008,DOC0040,NUR0177,Data Privacy Incident,Critical,2024-10-12,09:13:44,Molestias dolorem sequi neque eveniet maxime qui doloribus.,Nisi voluptates delectus dolores numquam blanditiis vel adipisci necessitatibus ab.,Under Investigation
INC00836,DEP004,DOC0002,NUR0144,Patient Fall,Medium,2025-09-25,19:17:06,Libero iusto suscipit fuga nostrum earum velit atque.,Assumenda numquam inventore eligendi deleniti ducimus.,Under Investigation
INC00837,DEP003,DOC0074,NUR0009,Needle Stick Injury,Low,2025-07-25,20:05:47,Distinctio nobis rerum explicabo.,Officia sit rerum repellat voluptatum consequatur quibusdam ipsum exercitationem repellat pariatur.,Closed
INC00838,DEP002,DOC0076,NUR0198,Medication Error,High,2025-01-09,01:51:13,Tenetur delectus eligendi explicabo quaerat quis ad alias. Veniam est fugit iusto id minima.,Non minus magnam in eveniet dolorem.,Open
INC00839,DEP010,DOC0071,NUR0018,Medication Error,Medium,2025-01-15,20:22:56,Dolor nesciunt officiis quaerat animi aspernatur voluptate. Quia reprehenderit molestiae nobis repellendus.,Iste est asperiores illo sint officiis a culpa.,Closed
INC00840,DEP010,DOC0092,NUR0196,Needle Stick Injury,High,2025-09-12,07:29:38,Optio natus mollitia eos ea possimus. Tempore repudiandae incidunt.,Labore quibusdam laudantium assumenda in magni totam.,Open
INC00841,DEP001,DOC0081,NUR0233,Delay in Treatment,High,2025-12-10,17:39:24,Assumenda magnam perferendis dignissimos. Nihil doloribus odio.,Dolores fugit minus magnam molestiae dolorem necessitatibus placeat alias.,Under Investigation
INC00842,DEP002,DOC0073,NUR0104,Fire Safety Incident,High,2024-09-25,20:22:20,Tempore iusto consectetur sint laborum tempora. Temporibus magni vel cumque ullam quidem.,Non deserunt expedita dicta expedita accusamus modi.,Resolved
INC00843,DEP002,DOC0063,NUR0143,Data Privacy Incident,High,2024-10-25,15:34:13,Perspiciatis assumenda optio laudantium voluptatem quidem.,Voluptate at commodi unde laborum aliquid hic ad iste.,Closed
INC00844,DEP003,DOC0087,NUR0229,Fire Safety Incident,Critical,2024-10-03,18:56:01,Reprehenderit asperiores pariatur. Officiis voluptates iste unde.,Nesciunt corporis inventore cupiditate.,Closed
INC00845,DEP008,DOC0025,NUR0050,Patient Complaint,Low,2026-03-30,03:33:19,Molestiae similique consequuntur fugiat culpa officia.,Amet veritatis nam tempore est vitae laboriosam quasi labore omnis.,Resolved
INC00846,DEP007,DOC0095,NUR0019,Equipment Failure,High,2025-12-22,06:50:58,Voluptatum quae dolore cum nemo. Deserunt soluta placeat saepe laboriosam nihil.,Animi repellendus expedita repellendus illum cum eligendi sit.,Closed
INC00847,DEP005,DOC0045,NUR0245,Wrong Patient Identification,Low,2024-12-26,00:17:06,Eius non incidunt fugiat dolorum facere.,Velit doloribus inventore fugiat in consectetur itaque distinctio.,Under Investigation
INC00848,DEP005,DOC0098,NUR0012,Patient Complaint,Medium,2025-05-21,22:33:13,Tenetur nisi eligendi maiores.,Molestias nulla reprehenderit rerum aut fugit natus.,Closed
INC00849,DEP008,DOC0025,NUR0050,Patient Fall,Critical,2024-07-24,09:17:21,Minima iusto facilis.,Veniam rerum inventore sed odit ipsa dolorem possimus aliquam beatae.,Resolved
INC00850,DEP004,DOC0075,NUR0244,Fire Safety Incident,Low,2026-06-25,20:42:16,Dicta molestiae earum facere porro quam beatae quia. Ipsam fuga aliquid fugiat.,Sapiente laudantium sed voluptatum deleniti aspernatur nobis illum.,Closed
INC00851,DEP010,DOC0092,NUR0032,Equipment Failure,High,2026-02-22,17:23:18,Unde deleniti commodi ipsa laudantium reiciendis doloribus. Dicta adipisci reiciendis assumenda commodi.,Ab quia ducimus nobis odio numquam.,Under Investigation
INC00852,DEP005,DOC0098,NUR0237,Patient Complaint,Low,2025-08-10,17:16:55,Beatae hic vel vitae. Est accusamus impedit pariatur sed reiciendis.,Provident minus deserunt nihil.,Resolved
INC00853,DEP010,DOC0100,NUR0070,Equipment Failure,Critical,2025-05-24,12:39:11,Ducimus facilis vero sunt illum repellat voluptatum. Atque libero ipsum mollitia atque nihil.,Deserunt mollitia quis rerum consectetur commodi sequi optio atque illo facere.,Closed
INC00854,DEP001,DOC0061,NUR0102,Laboratory Error,Medium,2024-07-07,14:15:41,Error aliquam animi natus. Alias nihil esse vero sunt adipisci aut saepe.,Incidunt dolore nam minima suscipit quos.,Under Investigation
INC00855,DEP006,DOC0028,NUR0209,Equipment Failure,Low,2025-11-29,21:10:44,Magnam maxime perferendis quaerat iusto earum doloribus.,Neque nobis expedita voluptatum voluptate sequi maxime minus sequi.,Closed
INC00856,DEP007,DOC0044,NUR0119,Medication Error,Critical,2024-08-01,12:15:15,Fugiat suscipit dicta iste quidem porro harum cupiditate. Corporis velit quia quia at natus.,Alias rem nostrum consectetur esse consequuntur.,Open
